Variable i,Variable j,Time lag of i,Link type i --- j,Link value
percent_of_total_supply_on_exchanges_santiment,percent_of_total_supply_on_exchanges_santiment,1,-->,0.1332
percent_of_total_supply_on_exchanges_santiment,percent_of_total_supply_on_exchanges_bitcoin,0,o-o,0.99101
percent_of_total_supply_on_exchanges_santiment,percent_of_total_supply_on_exchanges_ethereum,0,o-o,0.98337
percent_of_total_supply_on_exchanges_santiment,percent_of_total_supply_on_exchanges_chainlink,0,o-o,0.99233
percent_of_total_supply_on_exchanges_bitcoin,percent_of_total_supply_on_exchanges_bitcoin,1,-->,0.1718
percent_of_total_supply_on_exchanges_bitcoin,percent_of_total_supply_on_exchanges_ethereum,0,o-o,0.97775
percent_of_total_supply_on_exchanges_bitcoin,percent_of_total_supply_on_exchanges_chainlink,0,o-o,0.98455
percent_of_total_supply_on_exchanges_ethereum,percent_of_total_supply_on_exchanges_ethereum,1,-->,0.70688
percent_of_total_supply_on_exchanges_ethereum,percent_of_total_supply_on_exchanges_chainlink,0,o-o,0.97392
percent_of_total_supply_on_exchanges_chainlink,percent_of_total_supply_on_exchanges_chainlink,1,-->,0.70699
